StoryId,Year,Month,Period,Views Total,Views Member,Views Non-Member,Reads Total,Reads Member,Reads Non-Member,,,
cea303622621,2025,10,2025-10,18,3,15,4,2,2,,,
cf2bb4f025f7,2025,10,2025-10,6,3,3,1,1,0,,,
cfa6bed16d44,2025,10,2025-10,7,0,7,0,0,0,,,
cfaa375d71eb,2025,10,2025-10,29,9,20,8,2,6,,,
cfb27ebbb240,2025,10,2025-10,2,1,1,0,0,0,,,
cfc2c715d706,2025,10,2025-10,10,2,8,4,1,3,,,
cfd980104b0f,2025,10,2025-10,3,1,2,0,0,0,,,
d01b998aae2d,2025,10,2025-10,85,1,84,55,0,55,,,
d065c48d9192,2025,10,2025-10,0,0,0,0,0,0,,,
d0dc90d1ab46,2025,10,2025-10,142,68,74,60,45,15,,,
d0dd8260bade,2025,10,2025-10,162,4,158,73,1,72,,,
d0e44029e9c5,2025,10,2025-10,10,0,10,2,0,2,,,
d10213b18f2d,2025,10,2025-10,2,2,0,1,1,0,,,
d15dc615586f,2025,10,2025-10,20,1,19,3,1,2,,,
d1acbdd68197,2025,10,2025-10,60,0,60,16,0,16,,,
d230c54e2710,2025,10,2025-10,18,3,15,8,1,7,,,
d2581d1a16b3,2025,10,2025-10,93,44,49,36,15,21,,,
d31016e176c7,2025,10,2025-10,1,0,1,0,0,0,,,
d34e3dd99592,2025,10,2025-10,6,2,4,1,1,0,,,
d36cd790a5a9,2025,10,2025-10,2,1,1,0,0,0,,,
d38cb7c64c25,2025,10,2025-10,10,3,7,6,2,4,,,
d3a45895302e,2025,10,2025-10,2,1,1,1,1,0,,,
d43080d2e9a5,2025,10,2025-10,204,46,158,62,23,39,,,
d4316d18e4dd,2025,10,2025-10,27,9,18,11,2,9,,,
d444a58425d3,2025,10,2025-10,33,3,30,11,1,10,,,
d4a60143a416,2025,10,2025-10,4,1,3,0,0,0,,,
d51fefd9b267,2025,10,2025-10,22,0,22,14,0,14,,,
d52c344fab3b,2025,10,2025-10,10,0,10,5,0,5,,,
d54826fce99f,2025,10,2025-10,1,1,0,0,0,0,,,
d57435f0801b,2025,10,2025-10,3,0,3,2,0,2,,,
d591754eb0b6,2025,10,2025-10,29,9,20,11,4,7,,,
d5ac968e08eb,2025,10,2025-10,21,3,18,5,0,5,,,
d5bb69f2610e,2025,10,2025-10,23,8,15,11,5,6,,,
d5c4aaa0ec05,2025,10,2025-10,2,1,1,1,0,1,,,
d603cf4f9f0a,2025,10,2025-10,68,41,27,26,19,7,,,
d61614458017,2025,10,2025-10,6,0,6,0,0,0,,,
d618b3c3ee4b,2025,10,2025-10,83,35,48,30,16,14,,,
d660447183e9,2025,10,2025-10,5,1,4,2,1,1,,,
d69db50a1eae,2025,10,2025-10,4,3,1,2,1,1,,,
d6ebcdf44c31,2025,10,2025-10,1,1,0,0,0,0,,,
d77a6f23b094,2025,10,2025-10,33,1,32,10,1,9,,,
d7cca15def4c,2025,10,2025-10,33,3,30,4,1,3,,,
d7d59c3a52ae,2025,10,2025-10,6,3,3,3,1,2,,,
d7e4ea82c6e9,2025,10,2025-10,30,1,29,9,1,8,,,
d8485cc1ed57,2025,10,2025-10,4,1,3,2,0,2,,,
d892da5c0f2f,2025,10,2025-10,13,8,5,2,2,0,,,
d9492d89fd56,2025,10,2025-10,12,1,11,3,1,2,,,
d951c2cd6d4c,2025,10,2025-10,13,9,4,1,0,1,,,
d977bc271d4a,2025,10,2025-10,11,0,11,6,0,6,,,
d9ab4181af28,2025,10,2025-10,4,1,3,0,0,0,,,
da3e7f7075f2,2025,10,2025-10,3,1,2,0,0,0,,,
da7942c54850,2025,10,2025-10,146,7,139,74,3,71,,,
da80c2237da3,2025,10,2025-10,30,8,22,10,3,7,,,
daa9d6a5fb8e,2025,10,2025-10,52,25,27,17,11,6,,,
db2c37ff1bed,2025,10,2025-10,1,1,0,0,0,0,,,
db52cee2be35,2025,10,2025-10,10,0,10,2,0,2,,,
dbd0104dfa1c,2025,10,2025-10,290,66,224,118,38,80,,,
dbe1047617a0,2025,10,2025-10,14,5,9,5,2,3,,,
dc4ef42135c2,2025,10,2025-10,5,0,5,1,0,1,,,
dc9949257aa6,2025,10,2025-10,1,1,0,0,0,0,,,
dcb843157022,2025,10,2025-10,116,0,116,32,0,32,,,
dcd3674effa3,2025,10,2025-10,80,1,79,48,1,47,,,
dcf39a49b454,2025,10,2025-10,5,2,3,0,0,0,,,
dcf7b00cb6af,2025,10,2025-10,8,0,8,7,0,7,,,
dcfd7bbd0709,2025,10,2025-10,13,4,9,0,0,0,,,
dd4bc59f0a93,2025,10,2025-10,128,64,64,52,32,20,,,
dd5d14f60fb8,2025,10,2025-10,2,2,0,0,0,0,,,
dd8352c4189f,2025,10,2025-10,9,0,9,4,0,4,,,
ddd74384737f,2025,10,2025-10,9,0,9,0,0,0,,,
de1abe76c6c3,2025,10,2025-10,54,26,28,22,10,12,,,
de292733e277,2025,10,2025-10,13,6,7,3,2,1,,,
de5c7b16db84,2025,10,2025-10,178,1,177,72,0,72,,,
de6227480c8f,2025,10,2025-10,12,0,12,1,0,1,,,
de661fb0ea88,2025,10,2025-10,6,1,5,3,0,3,,,
de779c967ecc,2025,10,2025-10,0,0,0,0,0,0,,,
deb650b508c9,2025,10,2025-10,139,4,135,89,3,86,,,
df1ec06f14f1,2025,10,2025-10,0,0,0,0,0,0,,,
df289c80b489,2025,10,2025-10,33,1,32,7,0,7,,,
df6dcc16efa7,2025,10,2025-10,41,15,26,8,4,4,,,
df7abc7df7fa,2025,10,2025-10,3,1,2,2,0,2,,,
df8e4ef0a108,2025,10,2025-10,12,3,9,3,2,1,,,
df9d179fc444,2025,10,2025-10,0,0,0,0,0,0,,,
dfab8a337739,2025,10,2025-10,2,0,2,0,0,0,,,
dfb5480610c4,2025,10,2025-10,7,0,7,1,0,1,,,
dff8efdf50bf,2025,10,2025-10,1,0,1,1,0,1,,,
e0008f224b2d,2025,10,2025-10,22,0,22,5,0,5,,,
e049ba55035e,2025,10,2025-10,75,16,59,22,5,17,,,
e0d9e883a559,2025,10,2025-10,3,0,3,1,0,1,,,
e0dc9dc92f67,2025,10,2025-10,4,1,3,0,0,0,,,
e0de53276af8,2025,10,2025-10,166,55,111,82,28,54,,,
e14b05bdfa9d,2025,10,2025-10,32,1,31,19,1,18,,,
e169256c8c24,2025,10,2025-10,6,4,2,0,0,0,,,
e1a9b1d8e8c0,2025,10,2025-10,37,26,11,23,18,5,,,
e1b650a10b3e,2025,10,2025-10,0,0,0,0,0,0,,,
e2344aa26e1c,2025,10,2025-10,6,4,2,3,2,1,,,
e23dfe074031,2025,10,2025-10,146,23,123,60,13,47,,,
e28979147ef2,2025,10,2025-10,1,1,0,0,0,0,,,
e2b1fb396164,2025,10,2025-10,5,1,4,0,0,0,,,
e2e4d9592f1c,2025,10,2025-10,4,2,2,1,0,1,,,
e338b06f40f9,2025,10,2025-10,18,4,14,2,1,1,,,
e33eb7a3ac57,2025,10,2025-10,2,2,0,1,1,0,,,
e368266048d8,2025,10,2025-10,15,3,12,3,1,2,,,
e37ca03bcdd4,2025,10,2025-10,126,47,79,38,17,21,,,
e37f14ace890,2025,10,2025-10,289,71,218,131,33,98,,,
e386583e1af5,2025,10,2025-10,40,23,17,14,11,3,,,
e3916efd2588,2025,10,2025-10,14,0,14,2,0,2,,,
e39ca822908a,2025,10,2025-10,50,3,47,31,1,30,,,
e3a4e862fae2,2025,10,2025-10,215,2,213,106,1,105,,,
e3b036269b29,2025,10,2025-10,50,17,33,17,9,8,,,
e3b350ab1f5e,2025,10,2025-10,777,416,361,350,260,90,,,
e3b3fa56c300,2025,10,2025-10,83,3,80,46,2,44,,,
e41e028b1973,2025,10,2025-10,11,1,10,2,0,2,,,
e42b3b85c2df,2025,10,2025-10,6,0,6,0,0,0,,,
e44741a2f107,2025,10,2025-10,78,2,76,23,1,22,,,
e481e442a7de,2025,10,2025-10,2,1,1,0,0,0,,,
e4d3c6e1101e,2025,10,2025-10,4,3,1,3,2,1,,,
e4fa684393ed,2025,10,2025-10,4,0,4,1,0,1,,,
e5091c149c1a,2025,10,2025-10,43,4,39,25,2,23,,,
e53cac45e2ea,2025,10,2025-10,14,3,11,3,1,2,,,
e54bfd0f079a,2025,10,2025-10,6,0,6,1,0,1,,,
e54f2dd0733a,2025,10,2025-10,11,0,11,4,0,4,,,
e561b2f9afc6,2025,10,2025-10,21,10,11,6,3,3,,,
e56eaf744ba2,2025,10,2025-10,23,5,18,9,3,6,,,
e586463abfb5,2025,10,2025-10,38,1,37,19,0,19,,,
e58fbcca569f,2025,10,2025-10,12,9,3,5,4,1,,,
e5b25b6587e5,2025,10,2025-10,23,4,19,2,1,1,,,
e5b65212858b,2025,10,2025-10,2,0,2,0,0,0,,,
e5ff3acb60ec,2025,10,2025-10,98,50,48,58,35,23,,,
e612c117235f,2025,10,2025-10,143,23,120,31,10,21,,,
e619bc19310c,2025,10,2025-10,7,1,6,2,0,2,,,
e63237ae704b,2025,10,2025-10,36,21,15,11,7,4,,,
e6d02156a04b,2025,10,2025-10,1,0,1,0,0,0,,,
e7144eacca26,2025,10,2025-10,22,11,11,9,7,2,,,
e72ced376f9b,2025,10,2025-10,6,1,5,0,0,0,,,
e73501c025ac,2025,10,2025-10,8,2,6,3,1,2,,,
e73575aa6839,2025,10,2025-10,3,0,3,0,0,0,,,
e73e3424647d,2025,10,2025-10,16,5,11,6,2,4,,,
e743b532abdb,2025,10,2025-10,29,2,27,14,1,13,,,
e7a54df0a6c1,2025,10,2025-10,87,26,61,33,14,19,,,
e7c6737aaf60,2025,10,2025-10,93,37,56,35,20,15,,,
e7eab7e43835,2025,10,2025-10,0,0,0,0,0,0,,,
e86cc5a71676,2025,10,2025-10,39,16,23,17,11,6,,,
e99fd566b3fa,2025,10,2025-10,3,0,3,0,0,0,,,
e9a182ffd1a5,2025,10,2025-10,91,52,39,40,32,8,,,
e9a8b6a06ea2,2025,10,2025-10,3,1,2,0,0,0,,,
e9bdd5af3871,2025,10,2025-10,2,0,2,1,0,1,,,
e9d28512ef9d,2025,10,2025-10,111,32,79,57,21,36,,,
e9d8cf45967b,2025,10,2025-10,0,0,0,0,0,0,,,
e9ed4bdf2c41,2025,10,2025-10,50,0,50,30,0,30,,,
ea420e1b49f7,2025,10,2025-10,67,2,65,34,1,33,,,
ead0ae328d21,2025,10,2025-10,1,0,1,0,0,0,,,
eb4967b87c1a,2025,10,2025-10,19,8,11,7,5,2,,,
eb7095b78480,2025,10,2025-10,1,0,1,0,0,0,,,
eb7df09d27aa,2025,10,2025-10,9,2,7,1,0,1,,,
eba0b1cb34fa,2025,10,2025-10,41,1,40,19,0,19,,,
ebb1fbfd575b,2025,10,2025-10,80,36,44,32,24,8,,,
ebb91cbbc347,2025,10,2025-10,2,0,2,1,0,1,,,
ebcdabd48234,2025,10,2025-10,1,0,1,0,0,0,,,
ec6331d74319,2025,10,2025-10,8,1,7,1,0,1,,,
ec642b27eb28,2025,10,2025-10,20,2,18,5,1,4,,,
ec7501f32dcc,2025,10,2025-10,10,4,6,3,1,2,,,
ec87591f8f35,2025,10,2025-10,0,0,0,0,0,0,,,
ed5ed35f99ce,2025,10,2025-10,38,4,34,9,2,7,,,
ed98854feee9,2025,10,2025-10,4,2,2,0,0,0,,,
eda2474ccd35,2025,10,2025-10,1,1,0,0,0,0,,,
edd419d58b67,2025,10,2025-10,317,127,190,141,78,63,,,
ee13dcc6a7bf,2025,10,2025-10,8,1,7,2,0,2,,,
ee3e0552bf69,2025,10,2025-10,20,6,14,4,4,0,,,
ee5509c07bcc,2025,10,2025-10,12,1,11,4,0,4,,,
ee5b29519c98,2025,10,2025-10,10,6,4,4,2,2,,,
ee60d21feca5,2025,10,2025-10,17,2,15,4,2,2,,,
ee9197913392,2025,10,2025-10,0,0,0,0,0,0,,,
eea5d6689612,2025,10,2025-10,1,0,1,0,0,0,,,
eed3144b65c8,2025,10,2025-10,9,1,8,3,0,3,,,
ef764add4c0e,2025,10,2025-10,1,1,0,0,0,0,,,
efce6e8d471f,2025,10,2025-10,16,0,16,8,0,8,,,
f01a582e4fa2,2025,10,2025-10,0,0,0,0,0,0,,,
f02fbec4f481,2025,10,2025-10,111,4,107,49,3,46,,,
f06ad2d68b81,2025,10,2025-10,1,0,1,0,0,0,,,
f06c7d8e8479,2025,10,2025-10,28,14,14,15,10,5,,,
f08a0a7dcee4,2025,10,2025-10,12,4,8,2,0,2,,,
f0b5c1fb95f2,2025,10,2025-10,85,10,75,31,3,28,,,
f11331ca8158,2025,10,2025-10,42,0,42,21,0,21,,,
f17dc9acf09b,2025,10,2025-10,22,14,8,1,1,0,,,
f1981e5853b1,2025,10,2025-10,20,1,19,6,1,5,,,
f19b8bc97f72,2025,10,2025-10,17,8,9,7,2,5,,,
f1a69146228b,2025,10,2025-10,0,0,0,0,0,0,,,
f1a6c78604da,2025,10,2025-10,5,2,3,2,1,1,,,
f2583409770a,2025,10,2025-10,9,1,8,2,1,1,,,
f2878513f9f9,2025,10,2025-10,1,0,1,0,0,0,,,
f2980c837011,2025,10,2025-10,129,9,120,62,1,61,,,
f316771ef862,2025,10,2025-10,7,5,2,3,3,0,,,
f31eb7b1a734,2025,10,2025-10,155,86,69,59,43,16,,,
f34bc60aec7c,2025,10,2025-10,0,0,0,0,0,0,,,
f3718785e718,2025,10,2025-10,104,2,102,63,2,61,,,
f3911a5f3e22,2025,10,2025-10,4,0,4,2,0,2,,,
f39d7f57e5ee,2025,10,2025-10,3,3,0,0,0,0,,,
f3cc631fdb09,2025,10,2025-10,27,5,22,7,3,4,,,
f409b3679559,2025,10,2025-10,56,15,41,32,9,23,,,
f4832064dfe3,2025,10,2025-10,68,0,68,12,0,12,,,
f4b0afc0b802,2025,10,2025-10,16,3,13,4,1,3,,,
f4bc08570ef7,2025,10,2025-10,9,7,2,5,5,0,,,
f4d6e335e43d,2025,10,2025-10,2,2,0,0,0,0,,,
f4f023e2d5de,2025,10,2025-10,3,0,3,3,0,3,,,
f4f0fc2c930b,2025,10,2025-10,9,6,3,5,5,0,,,
f4f23685f887,2025,10,2025-10,2,0,2,0,0,0,,,
f51af0750309,2025,10,2025-10,16,0,16,7,0,7,,,
f52897c3c704,2025,10,2025-10,3,2,1,0,0,0,,,
f541efadcdae,2025,10,2025-10,2,0,2,0,0,0,,,
f577f7352629,2025,10,2025-10,9,3,6,4,2,2,,,
f58790932324,2025,10,2025-10,17,1,16,1,0,1,,,
f5fbcc6960a1,2025,10,2025-10,8,1,7,2,0,2,,,
f69802011509,2025,10,2025-10,2,0,2,0,0,0,,,
f6d4859a6d6d,2025,10,2025-10,3,0,3,0,0,0,,,
f6e5cad2708d,2025,10,2025-10,17,5,12,2,1,1,,,
f70feb6d9440,2025,10,2025-10,166,58,108,80,32,48,,,
f73e92646f83,2025,10,2025-10,2,1,1,0,0,0,,,
f7646572534a,2025,10,2025-10,22,7,15,8,2,6,,,
f7853bc85953,2025,10,2025-10,19,1,18,7,0,7,,,
f78d496cc6f2,2025,10,2025-10,4,2,2,0,0,0,,,
f7b550c017a7,2025,10,2025-10,7,4,3,3,3,0,,,
f7f82d89beb7,2025,10,2025-10,18,1,17,4,0,4,,,
f81572417e7a,2025,10,2025-10,2,0,2,1,0,1,,,
f8b70dbc62a8,2025,10,2025-10,2,0,2,2,0,2,,,
f8facbc45d7d,2025,10,2025-10,28,2,26,20,1,19,,,
f90041a9935c,2025,10,2025-10,3,1,2,1,0,1,,,
f90fbd654e8b,2025,10,2025-10,535,113,422,190,69,121,,,
f9752be4f930,2025,10,2025-10,21,4,17,8,2,6,,,
f9fd53342a6c,2025,10,2025-10,86,26,60,35,17,18,,,
fa31516e0893,2025,10,2025-10,5,3,2,0,0,0,,,
fa3c1fd436f1,2025,10,2025-10,3,0,3,1,0,1,,,
fa5864cbb84a,2025,10,2025-10,9,5,4,4,3,1,,,
fa825957dcee,2025,10,2025-10,68,6,62,25,3,22,,,
fa955635bcfb,2025,10,2025-10,22,1,21,4,0,4,,,
faa4a409b1a2,2025,10,2025-10,3,0,3,2,0,2,,,
faf67afb4ee9,2025,10,2025-10,1,1,0,0,0,0,,,
fb0659c3bcac,2025,10,2025-10,4,1,3,0,0,0,,,
fb1d9b6f6dce,2025,10,2025-10,87,22,65,43,13,30,,,
fb4545d83ed2,2025,10,2025-10,125,9,116,64,7,57,,,
fb45e28d5a69,2025,10,2025-10,4,1,3,0,0,0,,,
fb9530a7999a,2025,10,2025-10,3,0,3,0,0,0,,,
fb9744760ea6,2025,10,2025-10,1,1,0,0,0,0,,,
fbafc469e5df,2025,10,2025-10,70,29,41,22,13,9,,,
fbef0cbcf16f,2025,10,2025-10,300,47,253,140,29,111,,,
fc025cdafb3e,2025,10,2025-10,30,2,28,22,0,22,,,
fc31182cc406,2025,10,2025-10,263,18,245,158,15,143,,,
fc62e3125b7a,2025,10,2025-10,3,2,1,2,1,1,,,
fc891c550cd7,2025,10,2025-10,58,32,26,24,15,9,,,
fca6981fdf9c,2025,10,2025-10,1300,490,810,854,332,522,,,
fcd31d28605b,2025,10,2025-10,2,1,1,0,0,0,,,
fd149d3ed1da,2025,10,2025-10,21,7,14,9,3,6,,,
fd2267627ac9,2025,10,2025-10,45,3,42,13,2,11,,,
fd6bcb2a4c8e,2025,10,2025-10,76,9,67,20,6,14,,,
fd6c1d615c6c,2025,10,2025-10,4,3,1,1,1,0,,,
fd927f30e995,2025,10,2025-10,3,2,1,0,0,0,,,
fd9ad2cf6a47,2025,10,2025-10,2,0,2,1,0,1,,,
fdf2ca8b270d,2025,10,2025-10,11,1,10,5,0,5,,,
fe3ef150b13a,2025,10,2025-10,24,5,19,11,1,10,,,
fe3f093671b3,2025,10,2025-10,10,1,9,3,1,2,,,
fe3f6d947529,2025,10,2025-10,7,2,5,0,0,0,,,
feee27d7c6e4,2025,10,2025-10,78,26,52,32,11,21,,,
fef74fa1c342,2025,10,2025-10,2,1,1,0,0,0,,,
fefd60ea60a7,2025,10,2025-10,60,5,55,32,4,28,,,
fefdc425787b,2025,10,2025-10,1,1,0,0,0,0,,,
ff697801d8f2,2025,10,2025-10,9,3,6,6,1,5,,,
ff717dccbba9,2025,10,2025-10,27,1,26,7,0,7,,,
ffa062df1443,2025,10,2025-10,19,2,17,3,0,3,,,
ffae803a2cfd,2025,10,2025-10,5,2,3,2,1,1,,,
ffd0c38770d0,2025,10,2025-10,5,2,3,0,0,0,,,
ffddb853467b,2025,10,2025-10,1,0,1,0,0,0,,,
fff43447863a,2025,10,2025-10,3,0,3,2,0,2,,,
fffb24799e1e,2025,10,2025-10,631,254,377,239,150,89,,,
0042d950a000,2025,11,2025-11,7,5,2,0,0,0,,,
00ee5b3fc569,2025,11,2025-11,15,6,9,8,0,8,,,
00f739faa073,2025,11,2025-11,15,3,12,1,1,0,,,
01130ead23ba,2025,11,2025-11,96,38,58,34,19,15,,,
012fbc2534e5,2025,11,2025-11,14,4,10,1,1,0,,,
014a9b538f5a,2025,11,2025-11,14,3,11,3,0,3,,,
0186e4a1ae8b,2025,11,2025-11,14,7,7,6,1,5,,,
01a146aa25b6,2025,11,2025-11,12,8,4,2,0,2,,,
02365a115cc2,2025,11,2025-11,47,5,42,32,0,32,,,
024a8b4b537e,2025,11,2025-11,7,4,3,1,0,1,,,
029e7b3fcaa2,2025,11,2025-11,10,3,7,3,0,3,,,
02c3bc24f683,2025,11,2025-11,134,6,128,20,2,18,,,
0310db2b2cc2,2025,11,2025-11,63,2,61,14,0,14,,,
036cc5c6316b,2025,11,2025-11,36,4,32,6,0,6,,,
0396501e49ef,2025,11,2025-11,31,5,26,19,2,17,,,
039d3321e4fb,2025,11,2025-11,10,3,7,2,0,2,,,
039ee48daa37,2025,11,2025-11,28,13,15,0,0,0,,,
0402c82a05d7,2025,11,2025-11,89,9,80,37,5,32,,,
0415cc387439,2025,11,2025-11,4,3,1,0,0,0,,,
0469a186cbb8,2025,11,2025-11,103,3,100,17,0,17,,,
04838b92b99d,2025,11,2025-11,13,3,10,5,0,5,,,
04a5a2fd9531,2025,11,2025-11,11,3,8,0,0,0,,,
04e5ea47e836,2025,11,2025-11,8,8,0,0,0,0,,,
04f4070419f2,2025,11,2025-11,4,4,0,0,0,0,,,
04fbc959e422,2025,11,2025-11,5,4,1,0,0,0,,,
055062167fbd,2025,11,2025-11,47,33,14,21,15,6,,,
055a73aa962c,2025,11,2025-11,16,6,10,6,4,2,,,
0582c13f4d06,2025,11,2025-11,5,4,1,1,0,1,,,
05d480cbea36,2025,11,2025-11,11,4,7,1,0,1,,,
063208318c91,2025,11,2025-11,8,3,5,0,0,0,,,
06ab209b99a0,2025,11,2025-11,34,8,26,6,4,2,,,
07a52d732907,2025,11,2025-11,4,3,1,1,0,1,,,
07a9f77035ab,2025,11,2025-11,38,4,34,15,0,15,,,
07c2ece4a6d6,2025,11,2025-11,19,6,13,3,1,2,,,
0822b52ffd8c,2025,11,2025-11,8,3,5,0,0,0,,,
08839a0ae270,2025,11,2025-11,4,3,1,0,0,0,,,
0888f205688a,2025,11,2025-11,21,4,17,4,0,4,,,
08d598a08dff,2025,11,2025-11,4,4,0,0,0,0,,,
08f36b480442,2025,11,2025-11,10,3,7,2,0,2,,,
0926ba6bb5c6,2025,11,2025-11,75,4,71,44,0,44,,,
09471fbff910,2025,11,2025-11,5,5,0,1,1,0,,,
095372b08779,2025,11,2025-11,11,5,6,0,0,0,,,
097fafbe6a39,2025,11,2025-11,7,5,2,2,1,1,,,
09bf39a1f5a7,2025,11,2025-11,9,4,5,0,0,0,,,
09d7a6a71842,2025,11,2025-11,22,6,16,10,2,8,,,
0a60ee8ca601,2025,11,2025-11,84,10,74,10,1,9,,,
0a937f58ae2a,2025,11,2025-11,177,48,129,88,29,59,,,
0ad4316f1e44,2025,11,2025-11,53,8,45,12,1,11,,,
0affbc4c7ebf,2025,11,2025-11,258,126,132,102,57,45,,,
0b1e2fe508cd,2025,11,2025-11,5,5,0,1,1,0,,,
0b87b18d15d7,2025,11,2025-11,21,10,11,7,5,2,,,
0bda50c1f28a,2025,11,2025-11,102,61,41,42,31,11,,,
0bf699d42b05,2025,11,2025-11,6,4,2,0,0,0,,,
0c14823394e1,2025,11,2025-11,233,14,219,54,5,49,,,
0c161a1184cb,2025,11,2025-11,19,3,16,5,0,5,,,
0c454ab38a5d,2025,11,2025-11,91,12,79,47,7,40,,,
0c5930596db4,2025,11,2025-11,7,4,3,0,0,0,,,
0c8a494649b3,2025,11,2025-11,51,23,28,14,7,7,,,
0c8b56710b32,2025,11,2025-11,3,3,0,0,0,0,,,
0c98e250a052,2025,11,2025-11,53,4,49,11,1,10,,,
0ca2bbbeccf4,2025,11,2025-11,20,9,11,5,0,5,,,
0ccb2cc843a3,2025,11,2025-11,62,5,57,30,0,30,,,
0cfc8dcf0ff7,2025,11,2025-11,3,3,0,0,0,0,,,
0d09775ac6b4,2025,11,2025-11,532,179,353,234,88,146,,,
0d23dad53212,2025,11,2025-11,4,4,0,0,0,0,,,
0d47581fe1c8,2025,11,2025-11,57,22,35,31,16,15,,,
0db5c11be367,2025,11,2025-11,4,3,1,0,0,0,,,
0dfe014fced3,2025,11,2025-11,33,4,29,4,0,4,,,
0e0a1f512324,2025,11,2025-11,4,3,1,0,0,0,,,
0e92dd61e718,2025,11,2025-11,5,4,1,1,1,0,,,
0ea0f1febce1,2025,11,2025-11,15,5,10,1,1,0,,,
0f3e66a00484,2025,11,2025-11,4,3,1,1,0,1,,,
0f4b100b4896,2025,11,2025-11,23,6,17,3,1,2,,,
0f7db5eb9526,2025,11,2025-11,3,3,0,0,0,0,,,
0fa68a596a26,2025,11,2025-11,15,4,11,2,0,2,,,
0faf7081574c,2025,11,2025-11,84,4,80,23,1,22,,,
10007091e7ba,2025,11,2025-11,3,3,0,0,0,0,,,
107051c72d53,2025,11,2025-11,15,4,11,6,0,6,,,
1.07565E+11,2025,11,2025-11,12,4,8,2,1,1,,,
1098430b01a7,2025,11,2025-11,11,3,8,2,0,2,,,
10c3ed3999ef,2025,11,2025-11,4,4,0,0,0,0,,,
10dce582f6bc,2025,11,2025-11,9,5,4,2,1,1,,,
10dd6819aed7,2025,11,2025-11,7,5,2,1,1,0,,,
1110a87e93a4,2025,11,2025-11,9,3,6,4,0,4,,,
1113f0566156,2025,11,2025-11,7,3,4,0,0,0,,,
1120ee3cdccd,2025,11,2025-11,3,3,0,0,0,0,,,
1147212b3bdb,2025,11,2025-11,4,3,1,0,0,0,,,
114ff648ab58,2025,11,2025-11,25,11,14,9,4,5,,,
11aec29e1e09,2025,11,2025-11,155,45,110,50,23,27,,,
11b9b98fef50,2025,11,2025-11,28,13,15,11,4,7,,,
11f1681d82dc,2025,11,2025-11,118,36,82,51,26,25,,,
1271307dbbd2,2025,11,2025-11,55,4,51,28,1,27,,,
1326853731d8,2025,11,2025-11,27,14,13,12,6,6,,,
1330f85bcff6,2025,11,2025-11,620,263,357,306,189,117,,,
13a9bde3aa9d,2025,11,2025-11,49,6,43,28,1,27,,,
13cd4650a9dd,2025,11,2025-11,108,21,87,36,12,24,,,
1427a4e9d5c2,2025,11,2025-11,9,4,5,2,1,1,,,
1454d8f4bd6d,2025,11,2025-11,8,3,5,1,0,1,,,
14802ed55a26,2025,11,2025-11,11,5,6,2,1,1,,,
14894f71d7cb,2025,11,2025-11,18,5,13,3,1,2,,,
1.52648E+11,2025,11,2025-11,68,5,63,23,1,22,,,
1556c4b4064d,2025,11,2025-11,8,3,5,1,0,1,,,
15df8bce19a4,2025,11,2025-11,41,14,27,19,8,11,,,
15ef7ba92fd2,2025,11,2025-11,109,9,100,49,1,48,,,
1653a7710763,2025,11,2025-11,13,7,6,5,3,2,,,
16ab8bf8e14e,2025,11,2025-11,132,7,125,65,2,63,,,
16e4161b45b9,2025,11,2025-11,25,6,19,8,3,5,,,
16ec32e15f7b,2025,11,2025-11,6,3,3,0,0,0,,,
17089bf6597d,2025,11,2025-11,5,4,1,0,0,0,,,
1713d14aac8f,2025,11,2025-11,7,4,3,1,0,1,,,
17816a2fa9fc,2025,11,2025-11,12,4,8,2,0,2,,,
1796c062cddf,2025,11,2025-11,362,32,330,157,7,150,,,
17af78b5c639,2025,11,2025-11,11,4,7,5,1,4,,,
17b8051daee9,2025,11,2025-11,32,9,23,8,4,4,,,
17b9954b3786,2025,11,2025-11,110,28,82,17,3,14,,,
18254f6affad,2025,11,2025-11,100,7,93,48,2,46,,,
18279b279ea5,2025,11,2025-11,9,4,5,2,0,2,,,
183482ba9d83,2025,11,2025-11,7,3,4,4,0,4,,,
18722f19f60a,2025,11,2025-11,175,11,164,88,6,82,,,
18a9930e460f,2025,11,2025-11,30,10,20,5,3,2,,,
190944b863de,2025,11,2025-11,4,3,1,0,0,0,,,
19228d7937df,2025,11,2025-11,8,4,4,2,0,2,,,
1a588e328c4e,2025,11,2025-11,40,4,36,4,0,4,,,
1a788a4a21df,2025,11,2025-11,22,10,12,3,2,1,,,
1ab384660146,2025,11,2025-11,5,4,1,0,0,0,,,
1adbc900adfd,2025,11,2025-11,9,5,4,2,0,2,,,
1afaae41fbf2,2025,11,2025-11,6,5,1,3,2,1,,,
1afdf86524ac,2025,11,2025-11,7,4,3,0,0,0,,,
1b0127e26306,2025,11,2025-11,75,41,34,25,16,9,,,
1b1562c58564,2025,11,2025-11,20,15,5,1,0,1,,,
1b21a2b13c07,2025,11,2025-11,83,3,80,21,1,20,,,
1b21e4cc6cc2,2025,11,2025-11,15,4,11,3,0,3,,,
1b4c722b08b3,2025,11,2025-11,4,4,0,0,0,0,,,
1b65e71c9111,2025,11,2025-11,55,24,31,22,11,11,,,
1bcf899cb4c7,2025,11,2025-11,30,6,24,11,2,9,,,
1be2864c1afa,2025,11,2025-11,5,4,1,0,0,0,,,
